Generation number: 0

Individual: 0:
11)	0.862178
12)	0.909543
13)	0.248302
14)	0.905148
15)	-0.685171

Individual: 15:
0)	0.151074
1)	-0.452254
2)	0.573534
3)	-0.526353
4)	-0.937376
5)	-0.237709
6)	-0.741325
7)	0.997925
8)	-0.810737
9)	0.209876
10)	0.382
11)	-0.890622
12)	-0.363689
13)	-0.393414
14)	-0.993469
15)	0.0946043

Individual: 16:
0)	-0.6244
1)	0.289346
2)	0.243141
3)	0.0359328
4)	-0.203024
5)	-0.199377
6)	-0.536546
7)	0.268349
8)	-1
9)	0.504817
10)	0.727897
11)	0.110263
12)	-0.513108
13)	0.589282
14)	-0.640043
15)	-0.0233467

Individual: 17:
0)	0.0796228
1)	0.390362
2)	-0.900754
3)	0.106772
4)	-0.774041
5)	-0.578356
6)	-0.760979
7)	-0.0367138
8)	0.0921354
9)	-0.692251
10)	0.334208
11)	-0.20365
12)	0.516989
13)	-0.832148
14)	0.864132
15)	-0.432783

Individual: 18:
0)	0.256874
1)	0.315836
2)	-0.65801
3)	-0.940367
4)	-0.697989
5)	0.0365307
6)	-0.494552
7)	0.908689
8)	-0.179336
9)	-0.671316
10)	0.837764
11)	1
12)	0.876522
13)	-0.594714
14)	0.599353
15)	-0.403119

Individual: 19:
0)	0.256874
1)	0.315836
2)	-0.65801
3)	-1
4)	-0.697989
5)	0.0365307
6)	-0.733668
7)	0.908689
8)	-0.212195
9)	-0.671316
10)	0.837764
11)	1
12)	0.876522
13)	-0.594714
14)	0.599353
15)	-0.403119

Individual: 20:
0)	0.292276
1)	0.53618
2)	0.0763878
3)	-0.454634
4)	-1
5)	0.432112
6)	0.781874
7)	0.186071
8)	-0.696206
9)	-0.216773
10)	-0.399945
11)	-0.640098
12)	0.396127
13)	-0.378347
14)	0.874874
15)	0.562853

Individual: 21:
0)	-0.531611
1)	-0.96588
2)	0.120823
3)	-0.562609
4)	-0.52031
5)	-0.546724
6)	0.27938
7)	0.775014
8)	0.0407331
9)	0.743767
10)	0.228187
11)	-0.218055
12)	0.680065
13)	0.230506
14)	0.912839
15)	-0.445112

Individual: 22:
0)	1
1)	0.512803
2)	-0.830195
3)	0.368831
4)	-0.241859
5)	-0.0437941
6)	-0.758855
7)	0.713611
8)	-0.340217
9)	0.445967
10)	0.0345775
11)	-0.526204
12)	0.992004
13)	-0.159886
14)	-0.642384
15)	-0.0850551

Individual: 23:
0)	0.11841
1)	-0.972164
2)	-0.675134
3)	0.832005
4)	-0.516526
5)	-0.0611286
6)	0.56798
7)	-1
8)	0.153356
9)	0.597461
10)	0.794916
11)	-0.339911
12)	-0.565722
13)	0.512192
14)	0.547655
15)	-0.91001

Individual: 24:
0)	0.256874
1)	0.315836
2)	-0.65801
3)	-1
4)	-0.564793
5)	0.32494
6)	-0.494552
7)	0.908689
8)	-0.212195
9)	-0.671316
10)	0.837764
11)	1
12)	0.876522
13)	-0.35179
14)	0.599353
15)	-0.672008

Individual: 25:
0)	0.213303
1)	-0.796625
2)	-0.971068
3)	0.871456
4)	-0.684925
5)	-0.0611286
6)	0.56798
7)	-1
8)	0.153356
9)	0.0749318
10)	0.794916
11)	-0.706262
12)	-0.862966
13)	0.512192
14)	0.547655
15)	-0.686615

Individual: 26:
0)	0.0732139
1)	-0.853463
2)	-0.971068
3)	0.871456
4)	-0.516526
5)	-3.35704e-005
6)	0.56798
7)	-0.915281
8)	0.153356
9)	0.707068
10)	0.794916
11)	-0.715876
12)	-0.565722
13)	0.512192
14)	0.547655
15)	-0.857036

Individual: 27:
0)	0.912107
1)	0.508652
2)	-0.72747
3)	0.505182
4)	0.418439
5)	-0.287075
6)	0.16422
7)	-0.789361
8)	-0.343364
9)	0.573318
10)	-0.942869
11)	0.976379
12)	0.888913
13)	-0.305155
14)	0.285421
15)	0.941926

Individual: 28:
0)	0.456792
1)	0.863826
2)	-0.754204
3)	-0.826533
4)	0.0723626
5)	0.57268
6)	0.645619
7)	-0.788568
8)	-0.196631
9)	0.228614
10)	0.104331
11)	0.458968
12)	-0.53502
13)	-0.808527
14)	0.929746
15)	0.476812

Individual: 29:
0)	0.73217
1)	-0.620228
2)	0.915281
3)	-0.658681
4)	-0.622321
5)	-0.12348
6)	0.698721
7)	0.624012
8)	-0.383953
9)	0.343059
10)	0.239518
11)	-0.584033
12)	0.726554
13)	0.962462
14)	-0.662069
15)	-0.81933

Individual: 30:
0)	0.423338
1)	0.0281686
2)	0.908994
3)	-0.550218
4)	-0.750603
5)	-0.330729
6)	-0.301737
7)	0.510361
8)	0.0831019
9)	0.451782
10)	0.0287958
11)	0.025544
12)	0.239357
13)	0.315339
14)	-0.481512
15)	0.113132

Individual: 31:
0)	0.912107
1)	0.508652
2)	-0.72747
3)	0.312613
4)	0.418439
5)	-0.287075
6)	0.16422
7)	-0.789361
8)	-0.343364
9)	0.337549
10)	-0.942869
11)	0.976379
12)	0.888913
13)	-0.305155
14)	0.0854915
15)	0.941926

Individual: 32:
0)	0.0813227
1)	0.53618
2)	0.0763878
3)	-0.454634
4)	-1
5)	0.432112
6)	0.845149
7)	0.186071
8)	-0.696206
9)	-0.115979
10)	-0.433335
11)	-0.87524
12)	0.396127
13)	-0.378347
14)	0.874874
15)	0.562853

Individual: 33:
0)	0.292276
1)	0.53618
2)	0.0763878
3)	-0.35699
4)	-0.846614
5)	0.432112
6)	0.845149
7)	0.186071
8)	-0.558275
9)	-0.216773
10)	-0.384208
11)	-0.87524
12)	0.127842
13)	-0.121799
14)	0.874874
15)	0.562853

Individual: 34:
0)	0.0257881
1)	0.00820948
2)	-0.873226
3)	-0.458785
4)	-0.916074
5)	0.807978
6)	-0.550584
7)	-0.341385
8)	0.359469
9)	-0.793268
10)	-0.442671
11)	-0.383526
12)	0.678735
13)	-0.639372
14)	0.57152
15)	0.094821

Individual: 35:
0)	0.73217
1)	-0.870064
2)	0.915281
3)	-0.221839
4)	-0.20629
5)	-0.388775
6)	0.698721
7)	0.624012
8)	-0.358736
9)	0.343059
10)	0.032136
11)	-0.584033
12)	0.726554
13)	0.962462
14)	-0.909177
15)	-0.81933

Individual: 36:
0)	0.144577
1)	0.107361
2)	-0.79285
3)	0.575915
4)	0.611621
5)	0.673757
6)	-0.525315
7)	0.742524
8)	-0.023957
9)	0.22028
10)	0.0303659
11)	0.862178
12)	0.909543
13)	0.248302
14)	0.506964
15)	-0.685171

Individual: 37:
0)	0.154637
1)	-0.452254
2)	0.573534
3)	-0.526353
4)	-0.937376
5)	-0.237709
6)	-0.741325
7)	0.997925
8)	-0.810737
9)	0.209876
10)	0.382
11)	-0.890622
12)	-0.363689
13)	-0.393414
14)	-0.595285
15)	-0.0174871

Individual: 38:
0)	0.348735
1)	-0.114109
2)	0.235511
3)	-0.0281899
4)	-0.990844
5)	-1
6)	-0.574755
7)	0.373124
8)	0.130711
9)	0.795199
10)	0.07004
11)	0.54286
12)	0.0725822
13)	1
14)	0.776788
15)	-0.400465

Individual: 39:
0)	0.256874
1)	0.315836
2)	-0.916425
3)	-0.940367
4)	-0.824693
5)	0.0365307
6)	-0.404471
7)	0.908689
8)	-0.212195
9)	-0.484039
10)	0.837764
11)	1
12)	0.876522
13)	-0.594714
14)	0.599353
15)	-0.390391

Individual: 40:
0)	0.519333
1)	0.285589
2)	0.171178
3)	0.0510575
4)	-0.468245
5)	1
6)	-0.221812
7)	-0.592639
8)	-0.627247
9)	0.809989
10)	0.609607
11)	0.267678
12)	0.950743
13)	0.358562
14)	-0.522202
15)	0.434306

Individual: 41:
0)	0.526292
1)	0.0281686
2)	0.754549
3)	-0.49885
4)	-0.750603
5)	-0.330729
6)	-0.301737
7)	0.510361
8)	0.0831019
9)	0.219642
10)	-0.399945
11)	-0.0202429
12)	0.239357
13)	0.555773
14)	-0.772237
15)	0.124066

Individual: 42:
0)	0.0732139
1)	-0.584481
2)	-0.971068
3)	0.871456
4)	-0.516526
5)	-0.283746
6)	0.51637
7)	-0.915281
8)	0.153356
9)	0.0749318
10)	0.794916
11)	-0.706262
12)	-0.60423
13)	0.512192
14)	0.547655
15)	-0.406151

Individual: 43:
0)	-0.832231
1)	-0.919126
2)	0.946226
3)	0.408002
4)	-0.803522
5)	-0.730766
6)	0.856075
7)	0.201712
8)	-0.665029
9)	0.477932
10)	-0.237889
11)	0.746767
12)	0.77459
13)	-0.134922
14)	0.055269
15)	0.774058

Individual: 44:
0)	0.256874
1)	0.315836
2)	-0.65801
3)	-0.940367
4)	-0.424851
5)	0.0365307
6)	-0.494552
7)	0.908689
8)	-0.212195
9)	-0.4069
10)	0.837764
11)	0.914365
12)	0.876522
13)	-0.594714
14)	0.599353
15)	-0.403119

Individual: 45:
0)	0.963927
1)	0.938215
2)	-0.80224
3)	0.746147
4)	-0.502792
5)	0.64037
6)	-0.733329
7)	-0.639732
8)	0.832243
9)	-0.649712
10)	0.92169
11)	0.664785
12)	-0.74004
13)	-0.441939
14)	-0.996948
15)	1

Individual: 46:
0)	0.131127
1)	-0.972164
2)	-1
3)	0.832005
4)	-0.516526
5)	-0.0611286
6)	0.56798
7)	-1
8)	0.153356
9)	-0.0228249
10)	0.794916
11)	-0.825312
12)	-0.565722
13)	0.514234
14)	0.547655
15)	-0.91001

Individual: 47:
0)	0.292276
1)	0.365658
2)	0.0763878
3)	-0.2721
4)	-1
5)	0.432112
6)	0.845149
7)	0.186071
8)	-0.696206
9)	0.442323
10)	-0.395157
11)	-0.87524
12)	0.396127
13)	-0.378347
14)	0.874874
15)	0.562853

Individual: 48:
0)	0.0732139
1)	-0.796625
2)	-0.398786
3)	0.871456
4)	-0.516526
5)	-0.0611286
6)	0.700745
7)	-0.63643
8)	0.153356
9)	0.597461
10)	0.732832
11)	-0.825312
12)	-0.565722
13)	0.255315
14)	0.547655
15)	-0.882992

Individual: 49:
0)	0.519333
1)	0.0365307
2)	-0.401104
3)	0.0510575
4)	-0.468245
5)	0.813837
6)	-0.4597
7)	-0.592639
8)	-0.894214
9)	0.778036
10)	0.609607
11)	0.267678
12)	0.796133
13)	0.358562
14)	-0.522202
15)	-0.0500198

Individual: 50:
0)	0.116245
1)	0.227097
2)	-0.0602741
3)	-0.731559
4)	-0.923704
5)	0.293069
6)	-0.345622
7)	0.737846
8)	0.379254
9)	0.493874
10)	0.0493484
11)	-0.25663
12)	0.395676
13)	0.606821
14)	0.587451
15)	-0.676504


// ----------------------------------------------------------- //

Generation number: 30

Individual: 0:
0)	0.508666
1)	-0.817038
2)	0.126815
3)	-0.268296
4)	-0.449296
5)	-0.884115
6)	-0.0616481
7)	0.700879
8)	-0.609161
9)	-0.759465
10)	0.724165
11)	1
12)	0.537519
13)	-0.229032
14)	0.608711
15)	-0.44104

Individual: 1:
0)	0.884566
1)	-0.669768
2)	-0.310738
3)	-0.276197
4)	0.288589
5)	-0.608693
6)	0.421214
7)	0.528681
8)	-0.571073
9)	0.782894
10)	0.795688
11)	0.831783
12)	0.35621
13)	-0.00828883
14)	0.155774
15)	-0.408434

Individual: 2:
0)	0.977051
1)	-0.848109
2)	-0.116408
3)	-0.266182
4)	-0.502121
5)	-0.73957
6)	-0.394613
7)	0.824653
8)	-0.561672
9)	0.806746
10)	0.44538
11)	0.947935
12)	0.0662509
13)	0.0502335
14)	0.246367
15)	-0.58396

Individual: 3:
0)	0.508666
1)	-0.817038
2)	0.126815
3)	-0.178489
4)	0.0290402
5)	-0.884115
6)	-0.175626
7)	0.700879
8)	-0.919834
9)	0.00233387
10)	0.755779
11)	1
12)	0.537519
13)	0.0191223
14)	0.470306
15)	-0.427589

Individual: 4:
0)	0.331121
1)	-0.0922481
2)	-0.675558
3)	-0.210695
4)	-0.100466
5)	-0.553344
6)	-0.605278
7)	0.756147
8)	-0.481603
9)	-0.307227
10)	0.506519
11)	1
12)	0.296592
13)	0.0632612
14)	0.39025
15)	-1

Individual: 5:
0)	0.780505
1)	-1
2)	0.151061
3)	-0.336692
4)	-0.267114
5)	-0.764513
6)	-0.366773
7)	0.445666
8)	-0.506333
9)	-0.601688
10)	0.436179
11)	0.988519
12)	0.603551
13)	-0.553966
14)	0.424174
15)	-0.112049

Individual: 6:
0)	1
1)	-0.640238
2)	0.117174
3)	-0.278529
4)	0.709516
5)	-1
6)	0.152476
7)	0.751463
8)	-0.437988
9)	0.0399159
10)	0.324702
11)	0.853063
12)	0.675643
13)	-0.0962236
14)	0.370997
15)	-0.235559

Individual: 7:
0)	0.796481
1)	-0.674214
2)	0.0914464
3)	-0.279414
4)	0.0414533
5)	-0.849751
6)	0.161419
7)	0.766286
8)	-0.364229
9)	-0.302201
10)	0.707025
11)	0.946359
12)	0.135655
13)	-0.149978
14)	0.508044
15)	-1

Individual: 8:
0)	0.563459
1)	-0.799547
2)	0.106793
3)	-0.736291
4)	-0.113525
5)	-0.486252
6)	-0.196124
7)	0.484698
8)	-0.826202
9)	-0.182748
10)	0.530843
11)	0.792673
12)	0.203214
13)	-0.224013
14)	-0.0354086
15)	-0.89539

Individual: 9:
0)	0.433136
1)	-0.588389
2)	0.281344
3)	-0.186128
4)	-0.282546
5)	-0.486252
6)	-0.183004
7)	0.545299
8)	-1
9)	-0.606732
10)	0.803156
11)	0.566887
12)	0.213242
13)	-0.337321
14)	-0.200639
15)	-0.820964

Individual: 10:
0)	0.728477
1)	-0.817038
2)	0.126815
3)	-0.178489
4)	-0.659554
5)	-0.606234
6)	-0.175626
7)	0.700879
8)	-0.919834
9)	-0.229421
10)	0.755779
11)	1
12)	0.537519
13)	0.278234
14)	0.470306
15)	-0.427589

Individual: 11:
0)	0.677363
1)	-1
2)	0.0693635
3)	-0.812155
4)	-0.303404
5)	-1
6)	-0.459241
7)	0.682321
8)	-0.551628
9)	0.513659
10)	0.344539
11)	0.551293
12)	0.362465
13)	0.386728
14)	-0.0421676
15)	-0.763385

Individual: 12:
0)	0.884566
1)	-0.669768
2)	-0.468727
3)	-0.276197
4)	0.150038
5)	-0.608693
6)	0.421214
7)	0.528681
8)	-0.551628
9)	0.514756
10)	0.795688
11)	0.907613
12)	0.35621
13)	-0.00828883
14)	0.155774
15)	-0.408434

Individual: 13:
0)	0.508666
1)	-0.817038
2)	0.126815
3)	-0.178489
4)	-0.659554
5)	-0.727875
6)	-0.175626
7)	0.700879
8)	-0.919834
9)	-0.229421
10)	0.755779
11)	0.92417
12)	0.537519
13)	0.278234
14)	0.470306
15)	-0.427589

Individual: 14:
0)	0.922174
1)	-0.970214
2)	0.190787
3)	-0.0389355
4)	-0.259893
5)	-0.742347
6)	0.0880001
7)	0.188532
8)	-0.366591
9)	-0.0435625
10)	0.534769
11)	1
12)	0.220776
13)	-0.534324
14)	-0.0536214
15)	-0.398435

Individual: 15:
0)	0.746071
1)	-0.882558
2)	0.145483
3)	-0.181233
4)	0.554521
5)	-1
6)	0.152476
7)	0.751463
8)	-0.641104
9)	-0.0339446
10)	0.190985
11)	0.799422
12)	0.73616
13)	-0.190828
14)	0.681315
15)	-0.235559

Individual: 16:
0)	0.796481
1)	-0.674214
2)	0.0914464
3)	-0.279414
4)	0.0414533
5)	-0.849751
6)	-0.132301
7)	1
8)	-0.364229
9)	-0.302201
10)	0.707025
11)	1
12)	0.135655
13)	-0.149978
14)	0.26404
15)	-0.596903

Individual: 17:
0)	0.940077
1)	-1
2)	0.151061
3)	-0.375356
4)	-0.267114
5)	-1
6)	-0.286667
7)	0.445666
8)	-0.514927
9)	-0.601688
10)	0.709902
11)	0.631489
12)	0.51129
13)	-0.726832
14)	0.424174
15)	-0.515146

Individual: 18:
0)	0.780505
1)	-1
2)	0.151061
3)	-0.336692
4)	-0.172107
5)	-0.856251
6)	-0.363369
7)	0.445666
8)	-0.388812
9)	-0.601688
10)	0.709902
11)	0.988519
12)	0.603551
13)	-0.373942
14)	0.424174
15)	-0.0862214

Individual: 19:
0)	0.796481
1)	-0.674214
2)	0.0914464
3)	-0.279414
4)	0.0414533
5)	-0.849751
6)	0.121143
7)	1
8)	-0.316703
9)	-0.0480889
10)	0.707025
11)	1
12)	0.135655
13)	-0.597473
14)	0.26404
15)	-1

Individual: 20:
0)	0.884566
1)	-0.669768
2)	-0.249295
3)	-0.276197
4)	0.288589
5)	-0.59738
6)	0.421214
7)	0.448854
8)	-0.463624
9)	0.675226
10)	0.795688
11)	0.831783
12)	0.35621
13)	-0.00828883
14)	-0.0767313
15)	-0.408434

Individual: 21:
0)	0.780505
1)	-1
2)	0.151061
3)	-0.336692
4)	-0.267114
5)	-0.764513
6)	-0.366773
7)	0.445666
8)	-0.49131
9)	-0.69556
10)	0.917889
11)	0.988519
12)	0.603551
13)	-0.726832
14)	0.424174
15)	-0.112049

Individual: 22:
0)	0.796481
1)	-0.667438
2)	0.0914464
3)	-0.0986189
4)	0.324204
5)	-0.849751
6)	0.161419
7)	1
8)	-0.364229
9)	-0.464209
10)	0.485086
11)	1
12)	0.135655
13)	-0.149978
14)	0.26404
15)	-1

Individual: 23:
0)	0.502867
1)	-0.595165
2)	0.106793
3)	-0.186128
4)	-0.192189
5)	-0.486252
6)	-0.183004
7)	0.545299
8)	-1
9)	-0.350203
10)	0.803156
11)	0.792673
12)	0.213242
13)	-0.364321
14)	-0.200639
15)	-0.886967

Individual: 24:
0)	0.977051
1)	-0.848109
2)	0.121004
3)	-0.266182
4)	0.0881154
5)	-0.488764
6)	-0.394613
7)	0.679274
8)	-0.561672
9)	0.905241
10)	0.44538
11)	0.947935
12)	0.168418
13)	0.0502335
14)	0.246367
15)	-0.457366

Individual: 25:
0)	0.780505
1)	-1
2)	0.151061
3)	-0.336692
4)	-0.267114
5)	-0.743537
6)	-0.725141
7)	0.445666
8)	-0.513428
9)	-0.601688
10)	0.709902
11)	0.988519
12)	0.431106
13)	-0.40265
14)	0.424174
15)	-0.309782

Individual: 26:
0)	0.629169
1)	-0.970214
2)	0.190787
3)	-0.0389355
4)	-0.526328
5)	-0.742347
6)	0.151521
7)	0.188532
8)	-0.366591
9)	-0.117423
10)	0.323688
11)	1
12)	0.0171212
13)	-0.534324
14)	0.0719836
15)	-0.398435

Individual: 27:
0)	0.153766
1)	-0.858091
2)	0.152123
3)	-0.186128
4)	-0.00978329
5)	-0.455409
6)	-0.196124
7)	0.275512
8)	-0.826202
9)	-0.350203
10)	0.143388
11)	0.889547
12)	0.0142293
13)	-0.208411
14)	-0.286609
15)	-0.89539

Individual: 28:
0)	0.830314
1)	-1
2)	0.123784
3)	0.124285
4)	0.0664991
5)	-1
6)	-0.294798
7)	0.679052
8)	-0.551628
9)	0.147803
10)	0.344539
11)	0.551293
12)	0.362465
13)	0.386728
14)	-0.0421676
15)	-0.635492

Individual: 29:
0)	0.925002
1)	-0.999524
2)	0.121004
3)	-0.266182
4)	0.139773
5)	-0.969622
6)	-0.394613
7)	0.875613
8)	-0.365459
9)	-0.169112
10)	0.147138
11)	0.803501
12)	-0.307089
13)	-0.0321154
14)	0.50969
15)	-0.901858

Individual: 30:
0)	0.780505
1)	-1
2)	-0.0286353
3)	-0.336692
4)	-0.21
5)	-0.764513
6)	-0.40531
7)	0.445666
8)	-0.388812
9)	-0.411589
10)	0.709902
11)	0.988519
12)	0.603551
13)	-0.726832
14)	0.424174
15)	-0.112049

Individual: 31:
0)	0.681269
1)	-0.843076
2)	0.262254
3)	-0.411658
4)	-0.119816
5)	-1
6)	-0.383506
7)	0.679052
8)	-0.212864
9)	0.571298
10)	0.344539
11)	0.379801
12)	0.650078
13)	-0.257503
14)	-0.122407
15)	-0.138116

Individual: 32:
0)	0.502867
1)	-0.858091
2)	0.106793
3)	-0.186128
4)	-0.00978329
5)	-0.750117
6)	0.05786
7)	0.275512
8)	-0.564893
9)	-0.350203
10)	0.259591
11)	0.889547
12)	-0.189426
13)	-0.208411
14)	0.374713
15)	-0.89539

Individual: 33:
0)	0.507843
1)	-1
2)	0.123784
3)	-0.496455
4)	-0.0750274
5)	-1
6)	-0.294798
7)	0.679052
8)	-0.827037
9)	0.723146
10)	0.623773
11)	0.551293
12)	0.362465
13)	0.386728
14)	-0.0421676
15)	-0.79479

Individual: 34:
0)	0.691304
1)	-0.799547
2)	0.106793
3)	-0.0743897
4)	-0.340995
5)	-0.486252
6)	-0.196124
7)	0.545299
8)	-0.826202
9)	-0.155382
10)	0.530843
11)	0.792673
12)	0.340611
13)	-0.443096
14)	0.344309
15)	-0.775817

Individual: 35:
0)	0.884566
1)	-0.669768
2)	-0.249295
3)	-0.276197
4)	0.288589
5)	-0.608693
6)	0.52523
7)	0.528681
8)	-0.520033
9)	0.491153
10)	0.795688
11)	0.831783
12)	0.35621
13)	-0.00828883
14)	0.155774
15)	-0.528007

Individual: 36:
0)	1
1)	-0.804393
2)	-0.175585
3)	-0.0199835
4)	-0.16632
5)	-0.777257
6)	0.0840083
7)	0.984143
8)	-0.511762
9)	-0.0710254
10)	0.707025
11)	1
12)	0.207462
13)	-0.149978
14)	0.183169
15)	-0.968595

Individual: 37:
0)	1
1)	-0.882558
2)	0.103139
3)	-0.278529
4)	0.554521
5)	-1
6)	0.152476
7)	0.751463
8)	-0.437988
9)	0.0399159
10)	0.207758
11)	0.799422
12)	0.675643
13)	-0.0962236
14)	0.523354
15)	0.0470635

Individual: 38:
0)	0.796481
1)	-0.674214
2)	0.0914464
3)	-0.279414
4)	0.0414533
5)	-0.849751
6)	0.161419
7)	1
8)	-0.389642
9)	-0.302201
10)	0.707025
11)	1
12)	-0.122578
13)	-0.149978
14)	0.26404
15)	-1

Individual: 39:
0)	0.780505
1)	-0.936067
2)	0.151061
3)	-0.336692
4)	-0.267114
5)	-0.764513
6)	-0.366773
7)	0.445666
8)	-0.376666
9)	-0.601688
10)	0.709902
11)	0.770809
12)	0.315874
13)	-0.726832
14)	0.424174
15)	-0.112049

Individual: 40:
0)	0.780505
1)	-1
2)	-0.0286353
3)	-0.336692
4)	-0.21
5)	-0.764513
6)	-0.40531
7)	0.445666
8)	-0.388812
9)	-0.717991
10)	0.709902
11)	0.988519
12)	0.603551
13)	-0.726832
14)	0.379101
15)	-0.112049

Individual: 41:
0)	0.780505
1)	-1
2)	0.151061
3)	-0.336692
4)	-0.197788
5)	-1
6)	-0.363369
7)	0.445666
8)	-0.522474
9)	-0.565862
10)	0.709902
11)	0.988519
12)	0.603551
13)	-0.726832
14)	0.424174
15)	-0.112049

Individual: 42:
0)	0.765714
1)	-0.884924
2)	0.225881
3)	-0.266182
4)	0.145695
5)	-0.73957
6)	-0.447816
7)	0.875613
8)	-0.7497
9)	-0.169112
10)	0.189197
11)	0.803501
12)	-0.00745567
13)	-0.00647067
14)	0.246367
15)	-0.58396

Individual: 43:
0)	0.508666
1)	-0.705991
2)	0.126815
3)	-0.178489
4)	-0.627976
5)	-0.884115
6)	-0.142986
7)	0.700879
8)	-0.731806
9)	-0.229421
10)	0.755779
11)	1
12)	0.537519
13)	0.426654
14)	0.470306
15)	-0.427589

Individual: 44:
0)	1
1)	-1
2)	0.151061
3)	-0.336692
4)	-0.267114
5)	-1
6)	-0.286667
7)	0.445666
8)	-0.514927
9)	-0.601688
10)	0.709902
11)	0.631489
12)	0.326812
13)	-0.726832
14)	0.424174
15)	-0.112049

Individual: 45:
0)	0.715951
1)	-0.799547
2)	0.106793
3)	0.0756972
4)	0.0842992
5)	-0.486252
6)	-0.196124
7)	0.545299
8)	-0.826202
9)	-0.290417
10)	0.545464
11)	0.842982
12)	0.384697
13)	-0.224013
14)	0.0556617
15)	-0.658508

Individual: 46:
0)	0.977051
1)	-0.773098
2)	0.121004
3)	-0.266182
4)	0.139773
5)	-0.73957
6)	-0.394613
7)	0.927031
8)	-0.365459
9)	-0.456166
10)	0.361625
11)	0.803501
12)	-0.00745567
13)	-0.0321154
14)	0.50969
15)	-0.58396

Individual: 47:
0)	1
1)	-0.262507
2)	0.0477917
3)	-0.0199835
4)	-0.0460463
5)	-0.653973
6)	0.161419
7)	0.932724
8)	-0.264809
9)	0.00866457
10)	0.442824
11)	1
12)	0.207462
13)	-0.119554
14)	0.0173615
15)	-0.968595

Individual: 48:
0)	0.922174
1)	-0.970214
2)	0.30004
3)	-0.0389355
4)	-0.526328
5)	-0.466701
6)	0.103757
7)	0.188532
8)	-0.366591
9)	-0.117423
10)	0.640493
11)	1
12)	0.220776
13)	-0.534324
14)	-0.0536214
15)	-0.588458

Individual: 49:
0)	0.945744
1)	-0.674214
2)	0.103712
3)	-0.0571625
4)	0.0414533
5)	-0.849751
6)	0.227586
7)	1
8)	-0.281124
9)	0.0656396
10)	0.601302
11)	1
12)	0.135655
13)	-0.149978
14)	0.26404
15)	-1

Individual: 50:
0)	0.556156
1)	-0.691154
2)	0.120792
3)	0.093068
4)	-0.354869
5)	-1
6)	-0.261111
7)	0.700879
8)	-0.651496
9)	-0.351613
10)	0.714868
11)	1
12)	0.406751
13)	0.161042
14)	0.55298
15)	-0.124274


// ----------------------------------------------------------- //

Generation number: 30

Individual: 0:
0)	0.539503
1)	0.853757
2)	0.128159
3)	-0.0383002
4)	-0.782557
5)	0.00666454
6)	0.417837
7)	0.995728
8)	0.0736081
9)	0.342439
10)	0.710234
11)	0.508618
12)	0.703144
13)	0.0883246
14)	0.0142286
15)	1

Individual: 1:
0)	0.495819
1)	0.898607
2)	0.234606
3)	-0.0480178
4)	-0.465207
5)	0.745096
6)	0.468056
7)	0.93082
8)	0.112092
9)	-0.0837703
10)	0.725204
11)	0.850972
12)	0.695308
13)	-0.157283
14)	0.106629
15)	0.562612

Individual: 2:
0)	0.83693
1)	0.688294
2)	0.0807599
3)	0.194176
4)	-0.543831
5)	0.112063
6)	0.497619
7)	0.700302
8)	-0.344227
9)	0.00605487
10)	0.869541
11)	0.757451
12)	0.440089
13)	-0.13457
14)	0.285418
15)	0.720523

Individual: 3:
0)	0.713907
1)	0.505502
2)	0.0758168
3)	0.238463
4)	-0.515993
5)	-0.258224
6)	0.489077
7)	0.785599
8)	-0.20555
9)	0.648994
10)	0.847881
11)	0.723884
12)	0.796735
13)	-0.0496414
14)	-0.313604
15)	0.757042

Individual: 4:
0)	0.958237
1)	0.970035
2)	0.122458
3)	0.304296
4)	-0.760152
5)	0.358654
6)	0.108734
7)	0.810984
8)	-0.0614682
9)	-0.631281
10)	0.65263
11)	1
12)	0.280561
13)	-0.312532
14)	-0.63583
15)	0.703935

Individual: 5:
0)	0.495819
1)	0.898607
2)	0.234606
3)	0.073925
4)	-0.465207
5)	0.745096
6)	0.468056
7)	0.93082
8)	0.112092
9)	-0.0837703
10)	0.725204
11)	0.962692
12)	0.710056
13)	-0.157283
14)	0.106629
15)	0.562612

Individual: 6:
0)	0.83693
1)	0.98258
2)	0.0807599
3)	0.0385046
4)	-0.543831
5)	0.112063
6)	0.497619
7)	0.779834
8)	-0.198187
9)	0.00605487
10)	0.887845
11)	0.934327
12)	0.65551
13)	-0.13457
14)	0.285418
15)	0.720523

Individual: 7:
0)	0.958237
1)	1
2)	0.0737593
3)	0.304296
4)	-0.760152
5)	0.358654
6)	-0.130674
7)	0.879306
8)	-0.0614682
9)	-0.631281
10)	0.65263
11)	1
12)	0.280561
13)	-0.384229
14)	-0.63583
15)	0.703935

Individual: 8:
0)	0.713907
1)	0.505502
2)	0.0758168
3)	0.238463
4)	-0.7192
5)	-0.209855
6)	0.461161
7)	0.786057
8)	-0.20555
9)	0.363533
10)	0.868525
11)	0.723884
12)	0.622358
13)	-0.0496414
14)	-0.110031
15)	0.757042

Individual: 9:
0)	0.571438
1)	0.78523
2)	0.195888
3)	0.340692
4)	-0.610075
5)	0.0964789
6)	0.634755
7)	0.999542
8)	-0.0575782
9)	0.213849
10)	0.916225
11)	1
12)	0.219953
